,angDist,Name,SimbadName,HIP,B-V,VMAG,GSVal,log(R'HK),Per,l_log(Age),log(Age),Svalues,_RA,_DE,recno,TIC,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,HIP_1,TYC,UCAC4,2MASS,objID,WISEA,GAIA,APASS,KIC,S/G,Ref,r_Pos,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,Plx,e_Plx,r_Plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,q_2MASS,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Gmag,e_Gmag,Tmag,e_Tmag,f_Tmag,Flag,Teff,s_Teff,logg,s_logg,[M/H],e_[M/H],Rad,s_Rad,Mass,s_Mass,rho,s_rho,LClass,Lum,s_Lum,Dist,s_Dist,E(B-V),s_E(B-V),Ncont,Rcont,Disp,m_TIC,Prior,e_E(B-V),E_E(B-V),f_E(B-V),e_Mass,E_Mass,e_Rad,E_Rad,e_rho,E_rho,e_logg,E_logg,e_Lum,E_Lum,e_Dist,E_Dist,r_Dist,e_Teff,E_Teff,r_Teff,BPmag,e_BPmag,RPmag,e_RPmag,q_Gaia,r_Vmag,r_Bmag,Clist,e_RAJ2000,e_DEJ2000,RAOdeg,DEOdeg,e_RAOdeg,e_DEOdeg,RadFl,WDFl,ID
1072,0.122012,106116,HIP 59532,59532,0.701,4.78,0.156,-5.03,32.0,,9.8,Svalues,183.1202,-3.0845,612,56812239,183.12017747034,-3.08447465123,183.118,-3.083,90,59532,4943-00422-1,435-056126,12122888-0305045,,,3598278250031418880,,,STAR,tmgaia2,tmgaia2,-606.833,0.127,418.418,0.072,gaia2,28.985,0.0618,gaia2,8.12,0.023,7.43,0.03,,,,,,,,,,,6.222,0.034,5.9,0.024,5.807,0.017,AAA-111-111-000-0-0,,,,,,,,,7.24809,0.00016,6.797,0.006,gbprp,spect,5687.2,134.9,4.3667,0.0795,0.1355,0.0067,1.091,0.06,1.01,0.127,0.7777,0.1749,DWARF,1.12191,0.02895,34.4665,0.074,0.0,0.0,45,0.0001,,,0.0,0.0,0.0,,0.12,0.133,0.056,0.063,0.1415,0.2084,0.0836,0.0755,0.0319,0.02599,0.0738,0.0741,bj2018,127.4,142.5,spect,7.61975,0.000854,6.75789,0.001242,1,hipvmag,tycho2b3,,1.97711952589,1.10967733282,183.11756092651,-3.08267313248,0.04886231514,0.03498361977,1,0,789768597
1073,0.084048,106156,HIP 59572,59572,0.792,5.47,0.239,-4.76,30.0,,9.37,Svalues,183.2397,10.0377,613,397558016,183.23971732927,10.03771593371,183.241,10.036,90,59572,0869-00631-1,501-056548,12125752+1002155,,,3906347595518413824,41155623,,STAR,tmgaia2,tmgaia2,210.57,0.085,-358.329,0.05,gaia2,30.9673,0.0536,gaia2,8.721,0.024,7.92,0.03,,,,,,,,,,,6.571,0.021,6.226,0.044,6.125,0.027,AAA-111-111-000-0-0,,,,,,,,,7.71256,0.00018,7.221,0.006,gbprp,spect,5450.7,111.0,4.4999,0.0742,0.23,0.03,0.908,0.043,0.95,0.119,1.2704,0.2584,DWARF,0.65518,0.01351,32.2621,0.0562,0.0,0.0,43,0.0011,,,0.007306,0.0,0.0,,0.121,0.117,0.043,0.042,0.162,0.3548,0.0675,0.081,0.01189,0.01513,0.056,0.0563,bj2018,103.7,118.3,spect,8.12558,0.000769,7.18005,0.001038,1,hipvmag,tycho2b3,,1.32301195575,0.77783726965,183.24063804325,10.03617312958,0.04520727427,0.02609580291,1,0,145267379
1074,0.195863,106252,HIP 59610,59610,0.635,4.54,0.163,-4.97,23.0,,9.7,Svalues,183.373,10.0416,614,397558558,183.37295837714,10.04163578089,183.373,10.04,90,59610,0869-01019-1,501-056557,12132949+1002299,,J121329.52+100227.0,3905603054348141568,41155665,,STAR,tmgaia2,tmgaia2,22.863,0.092,-280.009,0.053,gaia2,26.1595,0.0537,gaia2,8.024,0.025,7.41,0.03,,,,,,,,,,,6.302,0.024,6.016,0.047,5.929,0.026,AAA-111-111-000-0-0,5.925,0.121,5.832,0.041,5.972,0.014,5.864,0.049,7.26281,0.000179,6.85,0.006,gbprp,spect,5877.6,132.7,4.3666,0.0776,-0.0589,0.0108,1.118,0.056,1.06,0.134,0.7588,0.1657,DWARF,1.34357,0.03762,38.185,0.0789,0.0,0.0,25,0.0,,,0.005726,0.0,0.0,,0.109,0.16,0.045,0.066,0.1743,0.157,0.0916,0.0636,0.04519,0.03005,0.0787,0.079,bj2018,162.6,102.9,spect,7.59479,0.000991,6.81029,0.00117,1,hipvmag,tycho2b3,,1.43240285165,0.82154423499,183.37305834514,10.04043018659,0.04442213994,0.02798228698,1,0,145267921
1075,0.134102,106423,HIP 59690,59690,0.616,3.9,0.148,-5.06,22.0,,9.84,Svalues,183.6139,8.7824,615,397583143,183.61386464472,8.78238708723,183.614,8.782,90,59690,0866-01087-1,494-057059,12142733+0846565,,J121427.40+084655.5,3904895793493364736,40052710,,STAR,tmgaia2,tmgaia2,55.679,0.097,-130.443,0.046,gaia2,19.3997,0.049,gaia2,8.096,0.024,7.5,0.03,,,,,,,,,,,6.432,0.019,6.226,0.042,6.126,0.02,AAA-111-111-000-0-0,6.106,0.078,5.989,0.029,6.049,0.017,6.108,0.048,7.34829,0.000173,6.949,0.006,gbprp,spect,6015.0,108.2,4.2044,0.0739,0.35,0.03,1.379,0.057,1.11,0.142,0.4235,0.0846,DWARF,2.24185,0.06567,51.4708,0.1306,0.0,0.0,34,0.2163,,,0.003979,0.0,0.0,,0.114,0.171,0.056,0.058,0.0634,0.1058,0.0904,0.0575,0.06183,0.06952,0.1303,0.131,bj2018,85.7,130.7,spect,7.6715,0.00092,6.91224,0.000856,1,hipvmag,tycho2b3,,1.50208835016,0.70623103976,183.61410721695,8.78182545773,0.04161485844,0.02310615709,1,0,145347275
1076,0.027205,107146,HIP 60074,60074,0.604,4.76,0.383,-4.34,3.0,,8.17,Svalues,184.7771,16.5483,616,72408098,184.77709259015,16.54829741982,184.776,16.548,90,60074,1445-02267-1,533-053290,12190650+1632541,,J121906.38+163252.0,3946438125929224192,43690421,,STAR,tmgaia2,tmgaia2,-175.003,0.071,-149.222,0.051,gaia2,36.4017,0.0418,gaia2,7.594,0.0,7.031,0.023,,,,,,,,,,,5.867,0.023,5.611,0.02,5.54,0.016,AAA-111-111-000-0-0,5.522,0.151,5.357,0.057,5.54,0.016,5.182,0.032,6.88422,0.000492,6.466,0.006,gbprp,spect,5873.0,109.8,4.5005,0.0723,-0.01,0.1,0.958,0.041,1.06,0.135,1.2051,0.2388,DWARF,0.98397,0.02779,27.4495,0.0317,0.0,0.0,33,0.0114,,,0.007724,0.0,0.0,,0.114,0.157,0.03,0.051,0.1962,0.2814,0.0579,0.0868,0.02354,0.03204,0.0317,0.0317,bj2018,130.0,89.7,spect,7.22644,0.002199,6.43037,0.003247,1,sirful,apassdr9,,1.10813396158,0.7952704439,184.77630654709,16.54765493768,0.03352920952,0.02440791011,1,0,145490629
1077,0.06352,107148,HIP 60081,60081,0.707,4.46,0.157,-5.03,33.0,,9.8,Svalues,184.8062,-3.3198,617,66666079,184.80621354792,-3.31978866871,184.806,-3.32,90,60081,4943-00039-1,434-056467,12191349-0319112,,J121913.45-031911.7,3693358861640279040,880492,,STAR,tmgaia2,tmgaia2,-54.787,0.108,-47.395,0.064,gaia2,20.2077,0.047,gaia2,8.687,0.0,8.01,0.03,,,,,,,,,,,6.858,0.023,6.604,0.046,6.474,0.027,AAA-111-111-000-0-0,6.475,0.077,6.437,0.023,6.498,0.015,6.418,0.064,7.85111,0.000291,7.414,0.006,gbprp,spect,5744.0,102.0,4.3224,0.0704,0.27,0.1,1.159,0.049,1.03,0.132,0.6608,0.1245,DWARF,1.31851,0.03438,49.4156,0.1157,0.0,0.0,50,0.0014,,,0.0,0.0,0.0,,0.093,0.171,0.049,0.049,0.1205,0.1285,0.0572,0.0836,0.03325,0.0355,0.1154,0.116,bj2018,111.2,92.9,spect,8.21057,0.001066,7.37729,0.001495,1,hipvmag,apassdr9,,1.67815125612,0.99774523755,184.80597726466,-3.31999272926,0.03775073405,0.02838820828,1,0,794369774
1078,0.104361,107213,HIP 60098,60098,0.523,2.9,0.138,-5.1,12.0,,9.89,Svalues,184.873,28.1569,618,328861895,184.87302484489,28.1569189881,184.872,28.156,90,60098,1991-01896-1,591-050429,12192952+2809247,,J121929.36+280923.6,4010179460691154944,,,STAR,tmgaia2,tmgaia2,-204.565,0.064,-125.385,0.071,gaia2,20.9477,0.0486,gaia2,6.895,0.023,6.376,0.023,,,,,,,,,,,5.364,0.037,5.22,0.065,5.131,0.021,EAA-111-111-000-0-0,5.119,0.182,4.946,0.088,5.189,0.014,5.125,0.032,6.24502,0.000394,5.889,0.006,gbprp,spect,6230.9,101.7,3.9272,0.0784,0.2614,0.0208,1.972,0.073,1.2,0.169,0.1564,0.0317,DWARF,5.28355,0.17332,47.6724,0.1114,0.0,0.0,38,0.0002,,,0.002882,0.0,0.0,,0.121,0.216,0.078,0.068,0.0258,0.0376,0.0664,0.0904,0.13592,0.21072,0.1112,0.1116,bj2018,103.6,99.8,spect,6.52726,0.001669,5.85345,0.001972,1,sirful,tycho2b3,,1.02516338993,1.10269024065,184.87202585724,28.15637913965,0.03599176999,0.03137646261,1,0,145516476
1079,0.114783,107434,HIP 60239,60239,0.536,3.98,0.296,-4.45,4.0,,8.81,Svalues,185.2899,-38.3027,619,135097390,185.28987151264,-38.30272273425,185.29,-38.303,90,60239,7757-00183-1,259-058242,12210957-3818097,,J122109.51-381809.9,6151377578672914432,18430406,,STAR,tmgaia2,tmgaia2,-57.658,0.074,-19.541,0.054,gaia2,14.6039,0.0525,gaia2,8.633,0.027,8.12,0.03,,,,,,,,,,,7.157,0.021,6.985,0.057,6.877,0.026,AAA-111-111-000-0-0,6.866,0.06,6.864,0.02,6.897,0.015,6.831,0.069,7.99369,0.000346,7.637,0.006,gbprp,spect,6244.8,113.3,4.3218,0.0814,,,1.258,0.051,1.21,0.171,0.6083,0.1314,DWARF,2.16711,0.07592,68.3406,0.2472,0.0,0.0,201,0.0002,,,0.00446,0.0,0.0,,0.159,0.184,0.042,0.06,0.122,0.1408,0.0733,0.0895,0.06395,0.08788,0.2463,0.2481,bj2018,100.1,126.4,spect,8.27548,0.001198,7.60093,0.001047,1,hipvmag,tycho2b3,,1.20964970474,0.84161641188,185.28955516786,-38.30280686954,0.04390804298,0.04008864785,1,0,795932529
1080,0.171217,107705,HIP 60353,60353,0.567,4.09,0.167,-4.9,14.0,,9.6,Svalues,185.6335,5.3054,620,377227654,185.63349308052,5.30544705859,185.633,5.305,90,60353,0288-01147-1,477-050911,12223203+0518197,,J122231.90+051819.7,3900151160300881408,38206961,,STAR,tmgaia2,tmgaia2,-168.418,0.105,-52.006,0.053,gaia2,33.3249,0.0493,gaia2,7.005,0.023,6.475,0.023,,,,,,,,,,,5.508,0.018,5.328,0.04,5.157,0.023,AAA-111-111-000-0-0,4.735,0.251,4.819,0.113,5.304,0.019,5.136,0.033,6.32621,0.000363,5.953,0.006,gbprp,spect,6062.6,142.8,4.2872,0.0835,0.1589,0.0118,1.265,0.064,1.13,0.15,0.5588,0.1235,DWARF,1.94637,0.05748,29.9816,0.0447,0.0,0.0,30,0.1258,,,0.0052,0.0,0.0,,0.151,0.15,0.06,0.068,0.1022,0.1447,0.0782,0.0887,0.0566,0.05837,0.0446,0.0448,bj2018,138.6,147.1,spect,6.62437,0.001581,5.91773,0.002473,1,sirful,tycho2b3,,1.62564290168,0.82367866322,185.63276482756,5.30522314602,0.04190118736,0.02539308738,1,0,145687807
1081,0.13521,,HIP 60559,60559,1.574,11.57,0.308,,,,,Svalues,186.2188,-18.2423,621,22395594,186.21876124305,-18.24229253481,186.224,-18.252,90,60559,6105-01620-1,359-062561,12245243-1814303,,,3519785523672576512,,,STAR,tmgaia2,tmgaia2,1095.88,0.101,-2309.28,0.125,gaia2,112.737,0.0669,gaia2,12.23,0.26,11.28,0.1,,,,,,,,,,,7.734,0.021,7.247,0.021,6.95,0.021,AAA-111-111-000-0-0,,,,,,,,,10.2805,0.000599,9.145,0.007,cdwrf,cdwrf,3510.0,157.0,4.9406,0.0075,,,0.287,0.009,0.262,0.02,11.0895,0.1416,DWARF,0.01125,0.0027,8.8679,0.0053,0.0,0.0,60,1.5797,,,0.015414,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,11.5574,0.002034,9.19395,0.000854,1,cdwrf,tycho2b3,cooldwarfs_v8,1.59355816159,1.93430555071,186.22372930378,-18.25223533216,0.06277465267,0.08298807394,1,0,799014835
1082,0.018241,108510,HIP 60816,60816,0.584,4.43,0.197,-4.77,13.0,,9.38,Svalues,186.9812,-8.678,622,368438895,186.98120262452,-8.67799564757,186.98,-8.678,90,60816,5527-01965-1,407-054899,12275548-0840408,,J122755.33-084041.2,3579784327012046336,3911509,,STAR,tmgaia2,tmgaia2,-221.23,0.188,-36.631,0.091,gaia2,34.7413,0.077,gaia2,7.331,0.023,6.761,0.023,,,,,,,,,,,5.692,0.019,5.447,0.031,5.348,0.023,AAA-111-111-000-0-0,5.328,0.179,5.187,0.057,5.386,0.017,5.313,0.033,6.60165,0.000255,6.209,0.006,gbprp,spect,6035.1,104.9,4.4214,0.0713,0.0317,0.0287,1.079,0.042,1.12,0.143,0.892,0.1696,DWARF,1.39102,0.04264,28.7605,0.0642,0.0,0.0,39,0.0,,,0.0,0.0,0.0,,0.111,0.175,0.045,0.039,0.1131,0.2261,0.0792,0.0634,0.04948,0.0358,0.0641,0.0643,bj2018,117.7,92.0,spect,6.92307,0.001575,6.17821,0.002408,1,sirful,tycho2b3,,2.92181906122,1.40653159293,186.98023907566,-8.67815336558,0.06404244022,0.04778039121,1,0,800864611
1083,0.10348,108874,HIP 61028,61028,0.738,4.58,0.15,-5.08,38.0,,9.87,Svalues,187.612,22.8798,624,371621238,187.61200730159,22.87982794616,187.613,22.879,90,61028,1989-02141-1,565-049173,12302687+2252473,,J123026.97+225246.4,3958951942642584064,46339637,,STAR,tmgaia2,tmgaia2,127.453,0.071,-90.12,0.061,gaia2,16.773,0.0443,gaia2,9.503,0.03,8.76,0.03,,,,,,,,,,,7.479,0.02,7.11,0.029,7.06,0.024,AAA-111-111-000-0-0,6.947,0.045,7.07,0.02,7.075,0.016,6.959,0.092,8.57502,0.000319,8.106,0.006,gbprp,spect,5533.0,101.0,4.3521,0.0736,0.15,0.1,1.087,0.047,0.97,0.121,0.7545,0.1505,DWARF,0.99835,0.02324,59.5175,0.1581,0.0,0.0,28,0.0001,,,0.004626,0.0,0.0,,0.087,0.156,0.035,0.059,0.1506,0.1505,0.0823,0.0649,0.01844,0.02805,0.1576,0.1585,bj2018,94.3,107.7,spect,8.96292,0.000973,8.06423,0.001177,1,hipvmag,tycho2b3,,1.11617558733,0.95262692138,187.61260291937,22.87943993233,0.03571662255,0.02844330598,1,0,146019951
1084,0.196301,109358,HIP 61317,61317,0.588,4.63,0.167,-4.92,16.0,,9.62,Svalues,188.4356,41.3575,625,458445966,188.43566660794,41.35747823532,188.432,41.359,90,61317,3020-02541-1,657-054593,12334454+4121270,,,1534011998570864128,,,STAR,tmgaia2,tmgaia2,-716.246,2.003,292.154,1.643,gaia2,116.13,0.6776,gaia2,4.829,0.021,4.247,0.023,,,,,,,,,,,3.213,0.218,2.905,0.198,2.848,0.31,DCD-333-111-000-0-0,,,,,,,,,4.09824,0.006505,3.695,0.009,gbprp,spect,5884.0,109.5,4.401,0.0684,-0.18,0.1,1.08,0.045,1.07,0.124,0.8505,0.1612,DWARF,1.25851,0.03944,8.6095,0.0506,0.0,0.0,25,0.0,,,0.008206,0.0,0.0,,0.118,0.131,0.043,0.048,0.1265,0.196,0.0696,0.0672,0.03885,0.04003,0.0503,0.0509,bj2018,113.3,105.6,spect,4.4166,0.001628,3.64988,0.00152,1,sirful,tycho2b3,,33.18623229295,25.47212211471,188.43155812116,41.35873619367,0.70569132563,0.63623627381,1,0,146127233
1085,0.175829,109333,HIP 61329,61329,1.103,7.06,0.759,,,,,Svalues,188.4989,-14.6387,626,1653125,188.49893285957,-14.63866292311,188.497,-14.639,90,61329,5533-00883-1,377-063193,12335976-1438191,,,3526876102361317888,,,STAR,tmgaia2,tmgaia2,-504.419,0.081,-27.093,0.058,gaia2,37.9558,0.0452,gaia2,10.301,0.043,9.1,0.03,,,,,,,,,,,7.085,0.027,6.608,0.042,6.44,0.029,AAA-111-111-000-0-0,,,,,,,,,8.71888,0.000301,8.041,0.006,gbprp,gaia2,4524.0,127.7,4.5365,0.1003,,,0.752,0.061,0.71,0.086,1.6672,0.4963,DWARF,0.21361,0.01053,26.3264,0.0316,0.0,0.0,71,0.0646,,,0.00764,0.0,0.0,,0.08,0.092,0.039,0.083,0.4779,0.5147,0.1036,0.0971,0.00694,0.01413,0.0316,0.0316,bj2018,174.5,80.9,dered0,9.35488,0.000862,7.99471,0.001098,1,hipvmag,tycho2b3,,1.26413451389,0.90198227255,188.49668819101,-14.63877958299,0.03712326529,0.02991072064,1,0,805162732
1086,0.134288,110315,HIP 61901,61901,1.109,7.13,0.347,,,,,Svalues,190.277,15.3767,627,460814512,190.27701903863,15.37666752743,190.277,15.375,90,61901,1446-01139-1,527-053710,12410647+1522359,,,3934198156329808896,43698306,,STAR,tmgaia2,tmgaia2,107.744,0.227,-370.658,0.343,gaia2,70.8895,0.1099,gaia2,9.03,0.023,7.91,0.03,,,,,,,,,,,5.834,0.021,5.273,0.036,5.075,0.017,AAA-111-111-000-0-0,,,,,,,,,7.49939,0.000401,6.812,0.006,gbprp,spect,4488.0,146.7,4.5649,0.1165,-0.15,0.05,0.723,0.067,0.7,0.088,1.8525,0.6627,DWARF,0.19104,0.01116,14.1008,0.022,0.0,0.0,39,0.008,,,0.011286,0.0,0.0,,0.079,0.097,0.053,0.081,0.5252,0.8002,0.1282,0.1049,0.00958,0.01275,0.022,0.022,bj2018,181.9,111.5,spect,8.14649,0.001429,6.76344,0.001799,1,hipvmag,tycho2b3,,3.5435468033,5.32014580477,190.27750015885,15.37507163933,0.06917878481,0.11429214021,1,0,146473967
1087,0.082139,110501,HIP 61995,61995,1.074,2.86,0.125,,,,,Svalues,190.5739,33.6886,628,376607875,190.57389375892,33.6885777823,190.573,33.688,90,61995,2531-01933-1,619-047880,12421770+3341190,,J124217.56+334117.4,1515183411701737472,,,STAR,tmgaia2,tmgaia2,-219.967,0.07,-107.894,0.051,gaia2,16.4828,0.0507,gaia2,7.715,0.019,6.646,0.023,,,,,,,,,,,5.075,0.238,4.432,0.036,4.201,0.036,DEE-311-111-0d0-0-0,4.081,0.383,3.961,0.098,4.165,0.014,4.153,0.022,6.34459,0.000375,5.726,0.006,gbprp,spect,4794.0,80.6,,,0.2301,0.0071,4.397,,,,,,GIANT,,,60.5638,0.1875,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,bj2018,,,spect,6.90207,0.001373,5.68036,0.002959,1,sirful,tycho2b3,,1.13168423177,0.78659100735,190.57275553001,33.68811324391,0.04187458145,0.02691042919,0,0,146554274
1088,0.123863,110537,HIP 62039,62039,0.675,4.49,0.154,-5.05,29.0,,9.82,Svalues,190.7472,-4.0493,629,51739133,190.74718802841,-4.04933226746,190.746,-4.05,90,62039,4952-00735-1,430-055562,12425933-0402571,,,3681795018676500992,,,STAR,tmgaia2,tmgaia2,-219.365,0.109,-179.682,0.057,gaia2,22.1511,0.0475,gaia2,8.508,0.025,7.83,0.03,,,,,,,,,,,6.58,0.02,6.333,0.046,6.2,0.017,AAA-111-111-000-0-0,,,,,,,,,7.66105,0.000215,7.22,0.006,gbprp,spect,5718.0,138.6,4.3131,0.0803,0.09,0.1,1.166,0.063,1.02,0.125,0.643,0.1424,DWARF,1.30996,0.03218,45.0858,0.0972,0.0,0.0,58,0.016,,,0.0,0.0,0.0,,0.131,0.119,0.056,0.07,0.1204,0.1643,0.0934,0.0671,0.03288,0.03149,0.097,0.0975,bj2018,138.3,138.8,spect,8.0188,0.000796,7.1763,0.002511,1,hipvmag,tycho2b3,,1.69060909496,0.88983618138,190.7462411765,-4.05010589886,0.04370874397,0.03029723809,1,0,812811086
1090,0.152615,111031,HIP 62345,62345,0.695,4.45,0.151,-5.07,33.0,,9.85,Svalues,191.6285,-11.8124,630,288529330,191.62850932631,-11.81244139847,191.627,-11.812,90,62345,5538-01451-1,391-057640,12463084-1148448,,,3529518709839090176,6139954,,STAR,tmgaia2,tmgaia2,-279.792,0.091,46.712,0.066,gaia2,32.0167,0.052,gaia2,7.572,0.022,6.893,0.023,,,,,,,,,,,5.741,0.02,5.406,0.038,5.325,0.026,AAA-111-111-000-0-0,,,,,,,,,6.70629,0.000156,6.265,0.006,gbprp,spect,5725.0,105.1,4.2533,0.0729,0.23,0.1,1.249,0.053,1.02,0.126,0.5231,0.103,DWARF,1.5106,0.03719,31.2056,0.051,0.0,0.0,57,0.0001,,,0.005182,0.0,0.0,,0.104,0.148,0.057,0.049,0.0844,0.1216,0.0629,0.083,0.03845,0.03593,0.051,0.0511,bj2018,86.3,124.0,spect,7.0709,0.000856,6.22869,0.00136,1,sirful,tycho2b3,,1.42569958005,1.02274776523,191.62727860323,-11.81224028043,0.04085285974,0.02816608593,1,0,815960942
1091,0.231866,111066,HIP 62349,62349,0.54,3.64,0.151,-5.0,12.0,,9.74,Svalues,191.6362,24.145,631,199459496,191.63624655866,24.14504840741,191.636,24.144,90,62349,1990-03781-1,571-050436,12463269+2408423,,J124632.61+240839.9,3956336822955595776,,,STAR,tmgaia2,tmgaia2,-114.045,0.065,-217.823,0.044,gaia2,22.8874,0.0429,gaia2,7.341,0.023,6.834,0.023,,,,,,,,,,,5.812,0.018,5.598,0.02,5.534,0.016,AAA-111-111-000-0-0,5.49,0.192,5.32,0.06,5.542,0.015,5.483,0.036,6.68655,0.000209,6.316,0.006,gbprp,spect,6130.5,106.0,4.1369,0.0782,-0.04,0.03,1.523,0.061,1.16,0.162,0.3281,0.0687,DWARF,2.95321,0.09853,43.6372,0.0822,0.0,0.0,32,0.0003,,,0.004074,0.0,0.0,,0.153,0.172,0.051,0.072,0.053,0.0844,0.0625,0.0938,0.0902,0.10686,0.0821,0.0824,bj2018,89.7,122.3,spect,6.98367,0.000973,6.28123,0.001204,1,sirful,tycho2b3,,1.03132601107,0.68005571891,191.63570845436,24.14411055931,0.03478316393,0.02462041113,1,0,146724427
1092,0.13225,,HIP 62452,62452,1.563,11.82,0.652,,,,,Svalues,191.9859,9.7514,632,390651552,191.98593720493,9.75139775525,191.982,9.749,90,62452,,499-057760,12475664+0945050,,,3735000631158990848,,,STAR,tmgaia2,tmgaia2,-1008.6,0.138,-459.8,0.079,gaia2,123.821,0.0623,gaia2,2.615,0.291,11.39,0.1,,,,,,,,,,,7.195,0.026,6.666,0.046,6.362,0.018,AAA-111-111-000-0-0,,,,,,,,,10.094,0.000746,8.822,0.007,cdwrf,cdwrf,3297.0,157.0,4.8924,0.0023,,,0.331,0.01,0.313,0.02,8.5885,0.2099,DWARF,0.0117,0.00294,8.0743,0.0041,0.0,0.0,44,0.0719,,,0.019297,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,11.6647,0.001193,8.90225,0.000905,1,cdwrf,bpbj,cooldwarfs_v8,2.14594523704,1.22706979724,191.98153095982,9.74941808907,0.05313871604,0.03875461327,1,0,146742143
1094,0.024369,111261,HIP 62472,62472,1.149,7.41,0.596,,,,,Svalues,192.0446,-24.8066,633,9440485,192.0446070803,-24.80660212504,192.043,-24.806,90,62472,6688-00699-1,326-066547,12481074-2448240,,,3498481519515679744,11193224,,STAR,tmgaia2,tmgaia2,-315.574,0.086,169.544,0.067,gaia2,53.376,0.049,gaia2,10.045,0.04,8.9,0.03,,,,,,,,,,,6.76,0.024,6.182,0.023,6.031,0.02,AAA-111-111-000-0-0,,,,,,,,,8.44986,0.000657,7.743,0.006,gbprp,spect,4529.0,111.3,4.7279,0.0885,-0.35,0.08,0.604,0.042,0.71,0.081,3.2298,0.8433,DWARF,0.13807,0.0061,18.7249,0.0173,0.0,0.0,81,0.4944,,,0.011046,0.0,0.0,,0.074,0.088,0.036,0.049,0.7228,0.9637,0.0987,0.0784,0.00544,0.00675,0.0173,0.0173,bj2018,125.6,97.1,spect,9.12667,0.001597,7.69664,0.001485,1,hipvmag,tycho2b3,,1.36129041806,1.03471380511,192.04311024458,-24.80587215137,0.04556306512,0.02816159181,1,0,817416366
1095,0.41186,111312,HIP 62505,62505,0.946,6.3,0.522,,,,,Svalues,192.1346,-15.7195,634,289989388,192.1345128368,-15.71942222554,192.135,-15.719,90,62505,6111-01825-1,372-063123,12483229-1543102,,J124832.36-154309.5,3523699441470095360,8589885,,STAR,gaia2,gaia2,97.938,0.945,27.23,0.936,gaia2,39.2109,0.6152,gaia2,8.75,0.0,7.93,0.03,,,,,,,,,,,6.201,0.024,5.689,0.023,5.585,0.02,AAA-111-111-000-0-0,5.59,0.134,5.457,0.06,5.593,0.015,5.53,0.045,7.59112,0.000373,7.005,0.006,gbprp,gaia2,,,,,,,,,,,,,,,,25.4966,0.4031,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.3969,0.4093,bj2018,,,,8.11047,0.001542,6.96084,0.001879,0,hipvmag,apassdr9,,14.80054768056,14.51914474162,192.13495089915,-15.71930498397,0.5637247013,0.65063987242,1,0,817519398
1097,0.150534,111395,HIP 62523,62523,0.703,5.12,0.29,-4.58,15.0,,9.09,Svalues,192.196,24.8402,635,160010717,192.19603436881,24.84022785194,192.194,24.84,90,62523,1990-03779-1,575-048662,12484706+2450250,,,3957887649746830848,,,STAR,tmgaia2,tmgaia2,-335.003,0.072,-105.623,0.049,gaia2,58.4809,0.0501,gaia2,7.001,0.021,6.29,0.023,,,,,,,,,,,5.123,0.262,4.705,0.036,4.645,0.02,DEA-311-111-000-0-0,,,,,,,,,6.10508,0.000492,5.649,0.006,gbprp,spect,5617.0,111.0,4.4861,0.0734,0.06,0.1,0.941,0.042,0.99,0.127,1.1864,0.2403,DWARF,0.7949,0.01789,17.0912,0.0148,0.0,0.0,19,0.0,,,0.008878,0.0,0.0,,0.144,0.11,0.036,0.048,0.2272,0.2533,0.0747,0.0721,0.01698,0.0188,0.0148,0.0147,bj2018,141.6,80.4,spect,6.47891,0.001652,5.60702,0.001502,1,sirful,tycho2b3,,1.15120470269,0.75657750674,192.19444494572,24.83977309465,0.04025189596,0.02702598653,1,0,146809408
